Score,System
0.4444444444,GitSum
0.8235294118,GitSum
0.380952381,GitSum
0.05405405405,GitSum
0.04545454545,GitSum
0.2666666667,GitSum
0.0487804878,GitSum
0.5,GitSum
0.2950819672,GitSum
0.2264150943,GitSum
0,GitSum
0.09523809524,GitSum
0.09523809524,GitSum
0.3,GitSum
0.9375,GitSum
0.3111111111,GitSum
0.3684210526,GitSum
0,GitSum
0.05555555556,GitSum
0.5454545455,GitSum
0.1481481481,GitSum
0.06451612903,GitSum
0.8888888889,GitSum
0.05555555556,GitSum
0.1666666667,GitSum
0.08333333333,GitSum
0.8571428571,GitSum
0.07142857143,GitSum
0.2553191489,GitSum
0.08695652174,GitSum
0.07692307692,GitSum
0.1111111111,GitSum
0.3870967742,GitSum
0,GitSum
0.2702702703,GitSum
0.05,GitSum
0.1777777778,GitSum
0.2352941176,GitSum
0.5454545455,GitSum
0,GitSum
0.262295082,GitSum
0.09523809524,GitSum
0.2222222222,GitSum
0.08,GitSum
0,GitSum
0.04761904762,GitSum
0,GitSum
0.5660377358,GitSum
0.1860465116,GitSum
0.1034482759,GitSum
0.7058823529,GitSum
0,GitSum
0.07142857143,GitSum
0.1176470588,GitSum
0.06060606061,GitSum
0,GitSum
0.8695652174,GitSum
0,GitSum
0.3076923077,GitSum
0,GitSum
0.07692307692,GitSum
0.08163265306,GitSum
0.08695652174,GitSum
0,GitSum
0.375,GitSum
0.1052631579,GitSum
1,GitSum
0,GitSum
0.1587301587,GitSum
0.4615384615,GitSum
0.1224489796,GitSum
0.5,GitSum
0.2608695652,GitSum
0.1481481481,GitSum
0,GitSum
0,GitSum
0.1224489796,GitSum
1,GitSum
1,GitSum
0.03636363636,GitSum
0,GitSum
0.4285714286,GitSum
0.7931034483,GitSum
0.1333333333,GitSum
0,GitSum
0.1,GitSum
0,GitSum
0.02857142857,GitSum
0.4615384615,GitSum
0.04444444444,GitSum
0.4444444444,GitSum
0.25,GitSum
1,GitSum
0,GitSum
0,GitSum
0,GitSum
0.07142857143,GitSum
0.1142857143,GitSum
0.1904761905,GitSum
0,GitSum
0,GitSum
0.1333333333,GitSum
0.1666666667,GitSum
0,GitSum
0.09523809524,GitSum
0.1951219512,GitSum
0.07692307692,GitSum
0,GitSum
0,GitSum
0,GitSum
0.1904761905,GitSum
0.1428571429,GitSum
0.08333333333,GitSum
0.2777777778,GitSum
0.5,GitSum
0,GitSum
0.05714285714,GitSum
0.125,GitSum
0.04545454545,GitSum
0.347826087,GitSum
0,GitSum
0.2,GitSum
1,GitSum
0,GitSum
0.380952381,GitSum
0.06818181818,GitSum
0.08695652174,GitSum
0.2424242424,GitSum
0.1538461538,GitSum
0.2142857143,GitSum
0.04444444444,GitSum
0,GitSum
0,GitSum
0,GitSum
0.1578947368,GitSum
1,GitSum
0,GitSum
0,GitSum
0.5714285714,GitSum
0.08450704225,GitSum
1,GitSum
0,GitSum
0,GitSum
0.04347826087,GitSum
0.3157894737,GitSum
0.8,GitSum
0.8235294118,GitSum
0.1875,GitSum
0.1176470588,GitSum
0.1,GitSum
0.4,GitSum
0.3,GitSum
0,GitSum
0.3636363636,GitSum
0.1739130435,GitSum
0,GitSum
0.04651162791,GitSum
0.8,GitSum
0.1666666667,GitSum
0,GitSum
0.03846153846,GitSum
0,GitSum
0,GitSum
0.2727272727,GitSum
0.1538461538,GitSum
0.06451612903,GitSum
0,GitSum
0,GitSum
0.09523809524,GitSum
0,GitSum
0.05128205128,GitSum
0,GitSum
0.3636363636,GitSum
0.4827586207,GitSum
1,GitSum
0.04081632653,GitSum
0.2068965517,GitSum
0.1333333333,GitSum
0.08695652174,GitSum
0.2666666667,GitSum
0.02380952381,GitSum
0.04761904762,GitSum
0.3076923077,GitSum
0,GitSum
0.2564102564,GitSum
0.06349206349,GitSum
0.8,GitSum
0,GitSum
0,GitSum
0.375,GitSum
1,GitSum
0.4444444444,GitSum
0.9230769231,GitSum
0,GitSum
0.8196721311,GitSum
0,GitSum
0,GitSum
0.9090909091,GitSum
0,GitSum
0.1052631579,GitSum
0.3888888889,GitSum
0,GitSum
0.4444444444,GitSum
0.1666666667,GitSum
0,GitSum
0.3414634146,GitSum
0.1176470588,GitSum
0.08571428571,GitSum
0.2727272727,GitSum
0.1428571429,GitSum
0.2,GitSum
0.1481481481,GitSum
0,GitSum
0.2857142857,GitSum
0,GitSum
0.275862069,GitSum
0,GitSum
0.1428571429,GitSum
0.1714285714,GitSum
0.2,GitSum
0,GitSum
0,GitSum
0.07272727273,GitSum
1,GitSum
0.431372549,GitSum
0.5833333333,GitSum
0.5,GitSum
0.2608695652,GitSum
0.3333333333,GitSum
0.08510638298,GitSum
0.170212766,GitSum
0,GitSum
0.4,GitSum
0.8571428571,GitSum
0.08333333333,GitSum
0,GitSum
0,GitSum
0,GitSum
1,GitSum
0.08888888889,GitSum
0.1538461538,GitSum
0,GitSum
0.7878787879,GitSum
0,GitSum
0.3870967742,GitSum
0.4285714286,GitSum
0.05405405405,GitSum
0,GitSum
0.09090909091,GitSum
0.6666666667,GitSum
0.04081632653,GitSum
0,GitSum
0,GitSum
0,GitSum
0.12,GitSum
0,GitSum
0.6666666667,GitSum
0.25,GitSum
0.04,GitSum
0.1132075472,GitSum
0.2857142857,GitSum
0,GitSum
0.3846153846,GitSum
0.7058823529,GitSum
0.4166666667,GitSum
0.07936507937,GitSum
0.03703703704,GitSum
0.0625,GitSum
0.1025641026,GitSum
0,GitSum
0.2,GitSum
1,GitSum
0.2471910112,GitSum
0.3333333333,GitSum
0.1081081081,GitSum
0.03703703704,GitSum
0.5454545455,GitSum
0.05714285714,GitSum
0.1935483871,GitSum
0.6,GitSum
0,GitSum
0.09523809524,GitSum
0.2121212121,GitSum
0.1126760563,GitSum
0.07407407407,GitSum
1,GitSum
0.2666666667,GitSum
0.3913043478,GitSum
0,GitSum
0.1081081081,GitSum
0.2,GitSum
0.5777777778,GitSum
0.04166666667,GitSum
0.05882352941,GitSum
0.5333333333,GitSum
0.1666666667,GitSum
0,GitSum
0.4,GitSum
0,GitSum
0.09836065574,GitSum
0.3846153846,GitSum
0,GitSum
0.2608695652,GitSum
0,GitSum
0.25,GitSum
0.7692307692,GitSum
0,GitSum
0.3529411765,GitSum
0.4,GitSum
0.07692307692,GitSum
0.04761904762,GitSum
0,GitSum
0,GitSum
0,GitSum
0.02941176471,GitSum
0.07272727273,GitSum
0.1212121212,GitSum
0.09090909091,GitSum
